Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 214+580 - 214+630,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-08-06,214+600,214+650,50
km 214+580 - 214+630,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-08-06,214+600,214+650,28.333333333333332
km 214+580 - 214+630,2020,Reposición de Delineador T2,und,2020-09-15,212+200,221+150,4
km 214+580 - 214+630,2020,Repintado de delineador T2,und,2020-09-15,212+200,221+150,4
km 214+580 - 214+630,2020,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2020-09-18,214+590,214+600,15
km 214+580 - 214+630,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-09-21,174+519,3174+561,42
km 214+580 - 214+630,2020,Limpieza de Guardavías T2,ml,2020-10-02,214+565,214+581,16
km 214+580 - 214+630,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-19,22+530,222+600,70
km 214+580 - 214+630,2020,Limpieza Residuos Solidos / Basuras,m2,2020-11-15,214+150,214+700,90
km 214+580 - 214+630,2020,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2020-11-21,214+590,214+620,60
km 214+580 - 214+630,2020,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2020-11-22,214+590,214+620,30
km 214+580 - 214+630,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-11-26,214+200,215+800,150
km 214+580 - 214+630,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-11-26,214+200,215+800,85
km 214+580 - 214+630,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-11-29,214+600,214+620,20
km 214+580 - 214+630,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-11-29,214+600,214+620,11.333333333333334
km 214+580 - 214+630,2020,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2020-12-02,214+580,214+585,25
km 214+580 - 214+630,2021,Desbroce Manual T2,m2,2021-01-28,204+760,2043+840,40
km 214+580 - 214+630,2021,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2021-02-05,214+590,214+590,30
km 214+580 - 214+630,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-02-20,214+600,214+630,15
km 214+580 - 214+630,2021,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2021-02-20,214+600,214+605,12
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-02-21,214+610,214+630,72
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-03-14,214+629,214+650,20
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-03-27,214+600,214+700,120
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-03-29,132+150,232+480,300
km 214+580 - 214+630,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-03-29,132+150,232+480,170
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-03,214+610,214+615,5
km 214+580 - 214+630,2021,Limpieza de postes (hitos) kilométricos T2,und,2021-04-07,140+300,231+510,1
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-11,214+600,214+650,50
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-04-24,214+600,214+630,50
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-05-11,214+450,214+700,250
km 214+580 - 214+630,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-05-11,214+540,214+600,15
km 214+580 - 214+630,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-05-11,214+600,214+650,25
km 214+580 - 214+630,2021,Limpieza de Guardavías T2,ml,2021-05-20,204+740,220+800,60
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-05-23,214+600,214+630,30
km 214+580 - 214+630,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-05-23,214+600,214+630,17
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-05-24,214+600,214+650,20
km 214+580 - 214+630,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-05-30,214+600,214+650,5
km 214+580 - 214+630,2021,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2021-06-02,214+580,214+590,10
km 214+580 - 214+630,2021,Remocion de Derrumbes T2,m3,2021-06-11,214+580,214+620,30
km 214+580 - 214+630,2021,Remocion de Derrumbes T2,m3,2021-06-12,214+580,214+620,195
km 214+580 - 214+630,2021,Remocion de Derrumbes T2,m3,2021-06-15,214+580,214+620,15
km 214+580 - 214+630,2021,Remocion de Derrumbes T2,m3,2021-06-16,214+580,214+620,60
km 214+580 - 214+630,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-06-25,214+580,214+600,20
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-06-26,214+580,214+620,20
km 214+580 - 214+630,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-06-27,214+580,214+620,15
km 214+580 - 214+630,2021,Remocion de Derrumbes T2,m3,2021-06-28,214+580,214+620,405
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-07-02,209+200,230+000,800
km 214+580 - 214+630,2021,Limpieza Residuos Solidos / Basuras,m2,2021-07-02,209+200,230+300,40
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-07-04,214+600,214+620,20
km 214+580 - 214+630,2021,Remocion de Derrumbes T2,m3,2021-07-06,214+580,214+620,75
km 214+580 - 214+630,2021,Remocion de Derrumbes T2,m3,2021-07-07,214+580,214+620,60
km 214+580 - 214+630,2021,Remocion de Derrumbes T2,m3,2021-07-08,214+580,214+620,60
km 214+580 - 214+630,2021,Limpieza Residuos Solidos / Basuras,m2,2021-07-18,214+600,214+630,30
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-07-25,214+100,214+750,650
km 214+580 - 214+630,2021,Desbroce Manual T2,m2,2021-07-27,211+900,222+070,510
km 214+580 - 214+630,2021,Limpieza Residuos Solidos / Basuras,m2,2021-07-28,214+600,214+620,20
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-08-04,214+540,214+660,360
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-08-04,214+580,214+596,16
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-08-04,214+600,214+750,450
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-08-04,214+630,214+650,20
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-08-08,214+600,214+620,72
km 214+580 - 214+630,2021,Desbroce Manual T2,m2,2021-08-13,214+500,215+000,3000
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-08-13,214+500,216+000,1500
km 214+580 - 214+630,2021,Limpieza Residuos Solidos / Basuras,m2,2021-08-13,214+500,216+000,80
km 214+580 - 214+630,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-08-13,214+500,216+000,850
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-08-26,214+520,214+590,70
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-08-26,214+600,214+620,60
km 214+580 - 214+630,2021,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2021-09-02,214+580,214+590,160
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-09-05,214+600,214+620,20
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-09-11,214+600,214+650,120
km 214+580 - 214+630,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-09-16,214+600,214+620,20
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-09-22,214+450,214+600,100
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-09-28,214+600,214+620,20
km 214+580 - 214+630,2021,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2021-10-04,214+580,214+590,10
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-10-15,212+450,217+900,80
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-11-01,214+600,214+620,20
km 214+580 - 214+630,2021,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2021-11-02,214+580,214+590,15
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-11-12,214+590,214+620,40
km 214+580 - 214+630,2021,Limpieza de carril/pista y bermas T2,m2,2021-11-18,214+570,214+590,40
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-11-26,214+500,214+600,100
km 214+580 - 214+630,2021,Desbroce Manual T2,m2,2021-12-15,213+300,217+700,4800
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-12-20,214+500,214+650,150
km 214+580 - 214+630,2021,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2021-12-20,214+570,214+580,45
km 214+580 - 214+630,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-12-22,205+900,217+980,80
km 214+580 - 214+630,2022,Limpieza Residuos Sólidos / Basuras,m2,2021-12-26,111+600,214+630,30
km 214+580 - 214+630,2022,Repintado de Parapetos Muros T2,m2,2022-01-05,144+167,244+180,7.8
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-01-15,214+600,214+620,60
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-06,214+600,214+620,20
km 214+580 - 214+630,2022,Remocion de Derrumbes T2,m3,2022-02-08,214+570,214+590,150
km 214+580 - 214+630,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-02-08,214+600,214+950,350
km 214+580 - 214+630,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-02-12,214+600,214+620,70
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-25,214+600,214+650,50
km 214+580 - 214+630,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-03-24,214+600,214+700,15
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-03-26,214+600,214+650,50
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-03-31,214+600,214+650,100
km 214+580 - 214+630,2022,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2022-04-13,203+890,223+895,5
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-04-15,214+540,214+600,20
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-05-08,214+600,214+620,20
km 214+580 - 214+630,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-05-15,214+600,214+620,20
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-05-25,214+600,214+650,100
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-06-22,214+600,214+650,100
km 214+580 - 214+630,2022,Desbroce Manual T2,m2,2022-07-06,214+115,217+920,4000
km 214+580 - 214+630,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-07-06,214+115,217+770,3000
km 214+580 - 214+630,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-07-06,214+115,217+770,1700
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-07-11,214+600,214+650,50
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-07-12,214+600,214+650,50
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-07-14,214+600,214+640,60
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-07-24,214+600,214+620,50
km 214+580 - 214+630,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-07-31,214+600,214+620,20
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-08-04,214+600,214+650,100
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-08-06,214+600,214+650,80
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-08-21,214+600,214+620,20
km 214+580 - 214+630,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-09-04,214+600,214+620,20
km 214+580 - 214+630,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-09-04,214+600,214+620,11.333333333333334
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-09-05,214+600,214+630,30
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-09-10,214+600,214+640,40
km 214+580 - 214+630,2022,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2022-09-17,214+580,214+584,15
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-10-10,213+500,214+600,200
km 214+580 - 214+630,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-10-15,214+600,214+630,30
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-10-22,214+600,214+650,100
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-11-21,214+550,214+600,150
km 214+580 - 214+630,2022,Remocion de Derrumbes T2,m3,2022-12-03,214+600,214+650,15
km 214+580 - 214+630,2022,Remocion de Derrumbes T2,m3,2022-12-04,214+600,214+650,90
km 214+580 - 214+630,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-10,214+600,214+630,30
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-12-11,214+600,214+620,20
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-12-12,214+600,214+650,110
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-12-18,214+600,214+650,150
km 214+580 - 214+630,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-20,214+060,214+600,560
km 214+580 - 214+630,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-12-20,214+500,214+600,14
km 214+580 - 214+630,2022,Limpieza de carril/pista y bermas T2,m2,2022-12-20,214+600,214+620,20
km 214+580 - 214+630,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-12-24,214+600,214+610,15
km 214+580 - 214+630,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-12-24,214+620,214+650,15
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2022-12-26,214+580,214+650,630
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2022-12-27,214+600,214+650,30
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2022-12-29,214+580,214+650,240
km 214+580 - 214+630,2023,Limpieza de carril/pista y bermas T2,m2,2022-12-30,214+600,214+680,100
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-03,214+400,214+600,200
km 214+580 - 214+630,2023,Limpieza de carril/pista y bermas T2,m2,2023-01-04,214+580,214+650,150
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-04,214+600,214+650,100
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-06,152+700,1528+000,100
km 214+580 - 214+630,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-01-06,152+700,1528+000,56.666666666666664
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-01-07,214+600,214+670,120
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-01-08,214+600,214+670,60
km 214+580 - 214+630,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2023-01-15,214+600,214+650,14
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-29,214+600,214+670,70
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-01-30,214+600,214+670,270
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-30,214+600,214+670,70
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-02-07,214+600,214+670,330
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-02-08,214+600,214+670,330
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-02-09,214+600,214+670,180
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-02-19,214+600,214+650,50
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-02-28,214+600,214+670,105
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-03-01,214+600,214+670,105
km 214+580 - 214+630,2023,Limpieza de carril/pista y bermas T2,m2,2023-03-02,214+600,214+670,70
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-03-05,214+610,214+630,30
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-03-12,214+600,214+650,100
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-04-08,214+600,214+670,15
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-04-28,214+500,214+650,150
km 214+580 - 214+630,2023,Limpieza de carril/pista y bermas T2,m2,2023-05-01,214+600,214+635,135
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-05-02,178+500,1749+700,200
km 214+580 - 214+630,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2023-05-05,214+600,214+650,15
km 214+580 - 214+630,2023,Limpieza de carril/pista y bermas T2,m2,2023-05-07,214+600,214+620,60
km 214+580 - 214+630,2023,Desbroce Manual T2,m2,2023-05-10,214+200,214+700,3000
km 214+580 - 214+630,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-05-11,214+200,220+460,1.92
km 214+580 - 214+630,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-05-11,214+200,220+460,1.125
km 214+580 - 214+630,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2023-05-20,214+600,214+680,14
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-05-28,214+600,214+630,50
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-06-10,214+600,214+640,120
km 214+580 - 214+630,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-06-11,214+600,214+630,30
km 214+580 - 214+630,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2023-06-12,214+600,214+650,15
km 214+580 - 214+630,2023,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2023-06-28,214+600,214+610,18
km 214+580 - 214+630,2023,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2023-10-26,153+610,1536+120,10
km 214+580 - 214+630,2023,Limpieza Residuos Sólidos / Basuras,m2,2023-10-31,169+220,2169+320,20
km 214+580 - 214+630,2023,Remocion de Derrumbes T2,m3,2023-12-12,214+600,214+630,285
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2023-12-27,214+600,214+630,150
km 214+580 - 214+630,2024,Limpieza de carril/pista y bermas T2,m2,2023-12-30,214+600,214+630,30
km 214+580 - 214+630,2024,Limpieza de carril/pista y bermas T2,m2,2023-12-31,214+600,214+630,30
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2024-01-01,214+600,214+630,90
km 214+580 - 214+630,2024,Limpieza de carril/pista y bermas T2,m2,2024-01-07,214+600,214+630,30
km 214+580 - 214+630,2024,Desbroce Manual T2,m2,2024-01-30,214+300,214+600,1500
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2024-01-30,214+600,214+630,90
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2024-01-31,214+600,214+630,90
km 214+580 - 214+630,2024,Limpieza de carril/pista y bermas T2,m2,2024-01-31,214+600,214+630,60
km 214+580 - 214+630,2024,Pintura o Reaplicación por Aspersión T2,ml,2024-02-16,214+240,214+665,415
km 214+580 - 214+630,2024,Limpieza de carril/pista y bermas T2,m2,2024-02-16,214+500,214+665,60
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2024-02-17,214+600,214+620,60
km 214+580 - 214+630,2024,Pintura o Reaplicación por Aspersión T2,ml,2024-02-19,214+240,214+665,950
km 214+580 - 214+630,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-11,94+730,947+776,99
km 214+580 - 214+630,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-26,213+700,214+900,120
km 214+580 - 214+630,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-27,213+700,214+900,120
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2024-03-27,214+600,214+620,135
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2024-03-28,214+600,214+620,105
km 214+580 - 214+630,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-29,214+550,214+620,70
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2024-03-29,214+600,214+620,75
km 214+580 - 214+630,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-04-10,214+520,214+620,100
km 214+580 - 214+630,2024,Desbroce Manual T2,m2,2024-04-29,213+000,231+700,6500
km 214+580 - 214+630,2024,Remocion de Derrumbes T2,m3,2024-05-01,214+600,214+620,15
km 214+580 - 214+630,2024,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2024-05-01,214+600,214+610,14
km 214+580 - 214+630,2024,Limpieza de carril/pista y bermas T2,m2,2024-05-01,214+600,214+620,80
km 214+580 - 214+630,2024,Limpieza de carril/pista y bermas T2,m2,2024-05-03,214+600,214+630,80
km 214+580 - 214+630,2024,Desbroce Manual T2,m2,2024-05-07,214+300,214+800,2400
km 214+580 - 214+630,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-15,141+000,246+000,450
km 214+580 - 214+630,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-07-19,214+600,214+800,120
km 214+580 - 214+630,2024,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2024-07-19,214+600,214+800,4
km 214+580 - 214+630,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-01-04,213+850,231+900,15
km 214+580 - 214+630,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-06,214+600,214+650,100
km 214+580 - 214+630,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-08,214+600,214+650,100
km 214+580 - 214+630,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-01-29,141+450,241+455,5
km 214+580 - 214+630,2025,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2025-02-08,214+590,214+600,15
km 214+580 - 214+630,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-02-09,214+540,214+600,14
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-19,213+700,214+800,100
km 214+580 - 214+630,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-19,213+700,214+800,56.666666666666664
km 214+580 - 214+630,2025,Desbroce Manual T2,m2,2025-02-19,214+000,215+000,8000
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-19,214+000,215+000,800
km 214+580 - 214+630,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-19,214+000,215+000,453.3333333333333
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-27,143+000,243+900,900
km 214+580 - 214+630,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-27,143+000,243+900,510
km 214+580 - 214+630,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-03-25,214+570,214+580,6.5
km 214+580 - 214+630,2025,Repintado de Parapetos Muros T2,m2,2025-03-25,214+570,214+580,6
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-28,213+850,215+900,165
km 214+580 - 214+630,2025,Sellado de Juntas de Badenes T2,ml,2025-04-12,214+400,214+900,8
km 214+580 - 214+630,2025,Reparación de las Estructuras de Contención (gabión) T2,m3,2025-04-12,214+400,214+900,0.1
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-05-16,214+580,214+630,50
km 214+580 - 214+630,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-05-16,214+580,214+590,14
km 214+580 - 214+630,2025,Desbroce Manual T2,m2,2025-05-20,214+000,215+000,6000
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-05-20,214+000,215+000,900
km 214+580 - 214+630,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-05-20,214+000,215+000,510
km 214+580 - 214+630,2025,Remocion de Derrumbes T2,m3,2025-05-21,214+580,214+600,225
km 214+580 - 214+630,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-06-02,200+148,220+168,11
km 214+580 - 214+630,2025,Remocion de Derrumbes T2,m3,2025-06-03,214+580,214+600,180
km 214+580 - 214+630,2025,Limpieza de Guardavías T2,ml,2025-06-21,204+395,240+440,45
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-06-25,206+500,220+000,150
km 214+580 - 214+630,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-07-03,121+400,241+203,12
km 214+580 - 214+630,2025,Limpieza de carril/pista y bermas T2,m2,2025-08-04,214+580,214+630,200
km 214+580 - 214+630,2025,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2025-08-11,214+580,214+590,20
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-19,214+600,214+660,60
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-29,214+580,214+630,50
km 214+580 - 214+630,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-08-29,214+580,214+630,14
km 214+580 - 214+630,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-08-29,214+580,214+630,1
km 214+580 - 214+630,2025,Limpieza Manual / Mecanizada T2,ml,2025-08-29,214+580,214+630,26
km 214+580 - 214+630,2025,Desbroce Manual T2,m2,2025-09-03,214+000,214+600,3600
km 214+580 - 214+630,2025,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2025-09-13,214+580,214+590,20
km 214+580 - 214+630,2025,Desbroce Manual T2,m2,2025-09-13,214+600,214+900,3000
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-18,202+450,242+650,200
km 214+580 - 214+630,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-09-18,202+450,242+650,113.33333333333333
km 214+580 - 214+630,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-02,214+600,214+650,120
km 214+580 - 214+630,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-07,214+580,214+620,120
km 214+580 - 214+630,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-10-14,214+500,214+600,15
km 214+580 - 214+630,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-10-14,214+600,214+650,15
km 214+580 - 214+630,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-15,214+500,214+600,200
km 214+580 - 214+630,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-17,214+500,214+600,400
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-23,214+580,214+640,120
km 214+580 - 214+630,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-29,214+400,244+500,150
km 214+580 - 214+630,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-03,214+500,214+720,220
km 214+580 - 214+630,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-11-03,214+500,214+720,124.66666666666667
